box,angry,disgust,fear,happy,sad,surprise,neutral
"[574, 158, 56, 74]",0.04,0.0,0.01,0.67,0.02,0.0,0.26
"[574, 158, 56, 74]",0.04,0.0,0.01,0.67,0.02,0.0,0.26
"[476, 126, 236, 303]",0.07,0.0,0.07,0.11,0.12,0.01,0.62
"[475, 126, 235, 304]",0.08,0.0,0.1,0.11,0.14,0.01,0.56
"[477, 133, 235, 295]",0.08,0.0,0.18,0.08,0.32,0.01,0.33
"[477, 135, 233, 294]",0.08,0.0,0.17,0.1,0.38,0.01,0.25
"[471, 132, 235, 301]",0.05,0.0,0.12,0.1,0.32,0.01,0.41
"[472, 137, 234, 294]",0.08,0.0,0.18,0.07,0.34,0.02,0.31
"[470, 132, 234, 304]",0.05,0.0,0.14,0.07,0.33,0.01,0.41
"[470, 134, 238, 305]",0.06,0.0,0.11,0.08,0.43,0.01,0.32
"[468, 134, 237, 305]",0.05,0.0,0.14,0.06,0.55,0.01,0.19
"[468, 134, 237, 305]",0.06,0.0,0.16,0.06,0.49,0.01,0.22
"[472, 132, 233, 301]",0.06,0.0,0.08,0.09,0.17,0.02,0.59
"[471, 131, 234, 301]",0.08,0.0,0.06,0.03,0.07,0.01,0.74
"[479, 140, 225, 282]",0.14,0.0,0.08,0.03,0.14,0.0,0.61
"[476, 137, 227, 285]",0.14,0.0,0.07,0.04,0.09,0.0,0.66
"[469, 133, 234, 296]",0.13,0.0,0.09,0.05,0.16,0.01,0.55
"[461, 125, 242, 312]",0.05,0.0,0.14,0.07,0.37,0.02,0.35
"[467, 129, 237, 310]",0.07,0.0,0.25,0.05,0.44,0.01,0.18
"[467, 129, 234, 307]",0.06,0.0,0.12,0.17,0.42,0.02,0.22
"[459, 123, 240, 312]",0.03,0.0,0.06,0.22,0.16,0.0,0.52
"[466, 122, 235, 305]",0.06,0.0,0.08,0.17,0.18,0.01,0.49
"[467, 128, 232, 296]",0.04,0.0,0.05,0.06,0.09,0.0,0.76
"[470, 126, 228, 292]",0.12,0.0,0.1,0.02,0.1,0.01,0.65
"[470, 134, 219, 276]",0.06,0.0,0.08,0.03,0.14,0.01,0.69
"[473, 133, 217, 275]",0.08,0.0,0.11,0.05,0.18,0.01,0.58
"[481, 136, 218, 269]",0.11,0.0,0.19,0.01,0.33,0.0,0.36
"[475, 135, 225, 276]",0.07,0.0,0.07,0.03,0.24,0.0,0.59
"[478, 136, 221, 277]",0.07,0.0,0.06,0.02,0.24,0.0,0.6
"[481, 133, 220, 280]",0.08,0.0,0.12,0.01,0.2,0.0,0.59
"[481, 133, 222, 282]",0.08,0.0,0.09,0.01,0.16,0.0,0.65
"[479, 129, 226, 290]",0.1,0.0,0.1,0.01,0.13,0.0,0.65
"[477, 137, 227, 287]",0.06,0.0,0.09,0.06,0.16,0.0,0.62
"[473, 135, 230, 295]",0.07,0.0,0.1,0.07,0.28,0.0,0.48
"[470, 136, 235, 301]",0.1,0.0,0.14,0.18,0.15,0.01,0.42
"[471, 135, 236, 303]",0.14,0.0,0.14,0.07,0.23,0.01,0.41
"[468, 134, 237, 302]",0.09,0.0,0.16,0.07,0.24,0.01,0.42
"[468, 134, 236, 303]",0.1,0.0,0.2,0.1,0.25,0.01,0.34
"[466, 133, 238, 308]",0.11,0.0,0.31,0.09,0.29,0.03,0.17
"[464, 132, 239, 310]",0.1,0.0,0.3,0.09,0.3,0.03,0.18
"[464, 131, 240, 312]",0.1,0.0,0.17,0.09,0.44,0.01,0.2
"[461, 132, 237, 307]",0.12,0.0,0.25,0.05,0.44,0.03,0.11
"[463, 133, 236, 308]",0.11,0.0,0.11,0.04,0.64,0.01,0.09
"[461, 132, 235, 309]",0.14,0.0,0.13,0.05,0.55,0.02,0.11
"[461, 130, 235, 309]",0.13,0.0,0.1,0.05,0.56,0.01,0.14
"[462, 127, 237, 312]",0.09,0.0,0.15,0.14,0.47,0.03,0.13
"[461, 126, 236, 313]",0.07,0.0,0.12,0.12,0.56,0.02,0.12
"[463, 126, 236, 313]",0.09,0.0,0.11,0.11,0.55,0.02,0.11
"[463, 125, 238, 313]",0.07,0.0,0.11,0.19,0.43,0.04,0.15
"[460, 122, 240, 317]",0.09,0.0,0.1,0.21,0.4,0.03,0.17
"[462, 119, 245, 320]",0.09,0.0,0.1,0.17,0.37,0.02,0.24
"[464, 122, 235, 308]",0.17,0.0,0.25,0.11,0.23,0.02,0.22
"[468, 126, 230, 301]",0.18,0.0,0.25,0.14,0.1,0.01,0.32
"[466, 126, 231, 301]",0.13,0.0,0.17,0.07,0.1,0.0,0.53
"[468, 132, 221, 285]",0.16,0.0,0.21,0.04,0.32,0.0,0.26
"[469, 130, 222, 284]",0.22,0.0,0.2,0.01,0.31,0.0,0.26
"[470, 129, 225, 288]",0.15,0.0,0.18,0.01,0.35,0.0,0.31
"[476, 131, 223, 283]",0.19,0.0,0.14,0.01,0.36,0.0,0.3
"[476, 124, 231, 299]",0.17,0.0,0.24,0.04,0.17,0.01,0.37
"[475, 121, 233, 306]",0.16,0.0,0.13,0.06,0.34,0.0,0.31
"[474, 120, 232, 300]",0.16,0.0,0.22,0.09,0.27,0.01,0.24
"[468, 117, 235, 299]",0.13,0.0,0.3,0.02,0.33,0.02,0.2
"[468, 120, 233, 299]",0.11,0.0,0.21,0.05,0.26,0.01,0.36
"[468, 120, 236, 295]",0.22,0.0,0.1,0.02,0.23,0.01,0.42
"[469, 134, 227, 282]",0.21,0.0,0.08,0.02,0.16,0.0,0.53
"[470, 142, 223, 272]",0.13,0.0,0.07,0.01,0.2,0.0,0.58
"[463, 148, 226, 279]",0.06,0.0,0.22,0.01,0.55,0.0,0.15
"[464, 148, 229, 283]",0.1,0.0,0.16,0.03,0.57,0.0,0.14
"[467, 148, 226, 278]",0.14,0.0,0.17,0.05,0.45,0.01,0.19
"[467, 140, 231, 288]",0.17,0.0,0.18,0.09,0.29,0.0,0.27
"[471, 133, 227, 284]",0.22,0.0,0.23,0.01,0.3,0.01,0.23
"[472, 137, 226, 279]",0.2,0.0,0.11,0.02,0.24,0.01,0.42
"[476, 137, 224, 278]",0.19,0.0,0.07,0.01,0.24,0.0,0.49
"[476, 140, 222, 275]",0.13,0.0,0.06,0.01,0.16,0.01,0.63
"[475, 140, 222, 274]",0.16,0.0,0.08,0.02,0.2,0.01,0.54
"[472, 139, 226, 278]",0.18,0.0,0.09,0.01,0.14,0.02,0.55
"[470, 138, 227, 281]",0.14,0.0,0.19,0.02,0.13,0.02,0.5
"[469, 137, 230, 283]",0.15,0.0,0.18,0.05,0.15,0.02,0.46
"[469, 136, 231, 288]",0.18,0.0,0.15,0.1,0.2,0.01,0.36
"[467, 133, 234, 294]",0.08,0.0,0.16,0.14,0.41,0.01,0.2
"[474, 134, 231, 291]",0.1,0.0,0.12,0.07,0.5,0.01,0.2
"[475, 123, 236, 306]",0.05,0.0,0.07,0.09,0.66,0.01,0.11
"[478, 123, 228, 300]",0.04,0.0,0.08,0.16,0.55,0.12,0.05
"[475, 120, 236, 305]",0.04,0.0,0.02,0.24,0.59,0.05,0.06
"[459, 120, 233, 298]",0.03,0.0,0.01,0.05,0.89,0.01,0.01
"[456, 120, 234, 296]",0.03,0.0,0.01,0.04,0.9,0.01,0.01
"[452, 118, 237, 299]",0.06,0.0,0.01,0.12,0.72,0.04,0.04
"[455, 121, 231, 289]",0.05,0.0,0.05,0.12,0.62,0.01,0.15
"[459, 126, 234, 300]",0.06,0.0,0.09,0.03,0.61,0.01,0.2
"[460, 122, 240, 302]",0.06,0.0,0.08,0.02,0.48,0.02,0.34
"[482, 135, 218, 280]",0.04,0.0,0.08,0.05,0.13,0.01,0.69
"[496, 135, 220, 290]",0.06,0.0,0.03,0.14,0.1,0.0,0.67
"[501, 134, 222, 295]",0.1,0.0,0.06,0.16,0.14,0.0,0.54
"[491, 133, 224, 296]",0.13,0.0,0.1,0.07,0.16,0.01,0.53
"[478, 136, 231, 301]",0.19,0.0,0.1,0.04,0.15,0.02,0.49
"[462, 140, 235, 316]",0.06,0.0,0.21,0.03,0.13,0.06,0.51
"[466, 143, 243, 313]",0.1,0.0,0.11,0.03,0.14,0.02,0.6
"[472, 147, 243, 312]",0.08,0.0,0.04,0.03,0.08,0.01,0.76
"[480, 150, 240, 309]",0.17,0.0,0.05,0.05,0.12,0.01,0.6
"[484, 150, 238, 306]",0.13,0.0,0.07,0.02,0.1,0.01,0.67
"[482, 140, 242, 313]",0.09,0.0,0.06,0.04,0.11,0.01,0.69
"[483, 137, 240, 310]",0.1,0.0,0.07,0.03,0.18,0.0,0.62
"[483, 138, 227, 305]",0.07,0.0,0.17,0.07,0.23,0.01,0.45
"[473, 133, 236, 301]",0.11,0.0,0.12,0.04,0.31,0.01,0.41
"[473, 134, 233, 302]",0.09,0.0,0.11,0.06,0.32,0.03,0.39
"[465, 127, 242, 310]",0.04,0.0,0.03,0.07,0.54,0.01,0.3
"[473, 127, 238, 308]",0.04,0.0,0.07,0.12,0.55,0.03,0.21
"[474, 130, 230, 292]",0.05,0.0,0.32,0.06,0.4,0.05,0.12
"[475, 124, 235, 298]",0.06,0.0,0.22,0.09,0.5,0.03,0.1
"[480, 123, 229, 295]",0.08,0.0,0.31,0.09,0.28,0.03,0.21
"[479, 124, 230, 296]",0.08,0.0,0.15,0.16,0.3,0.02,0.29
"[478, 126, 229, 294]",0.15,0.0,0.39,0.03,0.23,0.04,0.16
"[474, 132, 229, 290]",0.21,0.0,0.25,0.04,0.22,0.04,0.24
"[462, 135, 234, 295]",0.11,0.0,0.25,0.06,0.18,0.06,0.35
"[464, 138, 233, 295]",0.14,0.0,0.22,0.02,0.16,0.06,0.4
"[463, 140, 230, 289]",0.17,0.0,0.15,0.01,0.13,0.05,0.49
"[465, 142, 228, 283]",0.11,0.0,0.07,0.0,0.1,0.01,0.72
"[473, 139, 223, 276]",0.09,0.0,0.09,0.0,0.19,0.02,0.62
"[468, 133, 224, 280]",0.11,0.0,0.15,0.01,0.11,0.01,0.62
"[460, 126, 233, 292]",0.08,0.0,0.16,0.06,0.18,0.07,0.43
"[461, 125, 229, 292]",0.09,0.0,0.11,0.05,0.37,0.02,0.37
"[447, 132, 236, 286]",0.06,0.0,0.13,0.03,0.27,0.0,0.51
"[442, 138, 228, 287]",0.09,0.0,0.14,0.01,0.14,0.0,0.61
"[432, 147, 234, 283]",0.26,0.0,0.13,0.01,0.25,0.0,0.34
"[426, 155, 234, 285]",0.28,0.0,0.13,0.01,0.21,0.01,0.37
"[422, 160, 237, 285]",0.15,0.0,0.06,0.0,0.2,0.0,0.58
"[425, 159, 238, 297]",0.16,0.0,0.05,0.0,0.14,0.0,0.65
"[426, 160, 234, 288]",0.14,0.0,0.04,0.01,0.13,0.0,0.68
"[428, 154, 234, 292]",0.11,0.0,0.07,0.0,0.08,0.0,0.73
"[425, 144, 239, 294]",0.14,0.0,0.09,0.0,0.09,0.01,0.67
"[420, 147, 233, 287]",0.13,0.0,0.09,0.01,0.11,0.02,0.65
"[418, 144, 235, 289]",0.14,0.0,0.12,0.01,0.14,0.02,0.56
"[416, 149, 227, 283]",0.17,0.0,0.08,0.01,0.18,0.01,0.55
"[415, 146, 237, 298]",0.13,0.0,0.08,0.01,0.21,0.0,0.56
"[420, 144, 234, 294]",0.15,0.0,0.13,0.01,0.26,0.01,0.44
"[427, 140, 235, 293]",0.18,0.0,0.24,0.02,0.31,0.02,0.24
"[430, 135, 239, 298]",0.11,0.0,0.16,0.04,0.42,0.05,0.22
"[435, 135, 227, 280]",0.06,0.0,0.22,0.06,0.35,0.23,0.09
"[438, 130, 232, 283]",0.05,0.0,0.23,0.04,0.48,0.11,0.09
"[436, 129, 227, 281]",0.04,0.0,0.15,0.05,0.64,0.07,0.05
"[435, 132, 226, 274]",0.03,0.0,0.2,0.07,0.58,0.05,0.07
"[433, 133, 228, 279]",0.05,0.0,0.23,0.11,0.47,0.04,0.1
"[432, 139, 226, 280]",0.07,0.0,0.25,0.04,0.53,0.03,0.07
"[440, 138, 222, 274]",0.07,0.0,0.19,0.02,0.64,0.04,0.04
"[442, 123, 233, 288]",0.05,0.0,0.25,0.03,0.48,0.14,0.05
"[451, 129, 225, 281]",0.08,0.0,0.13,0.06,0.47,0.02,0.23
"[458, 126, 222, 274]",0.06,0.0,0.09,0.15,0.2,0.02,0.47
"[464, 128, 217, 270]",0.07,0.0,0.11,0.13,0.25,0.02,0.42
"[456, 125, 225, 281]",0.08,0.0,0.06,0.13,0.14,0.01,0.57
"[449, 124, 225, 283]",0.12,0.0,0.11,0.06,0.14,0.01,0.55
"[444, 131, 220, 275]",0.07,0.0,0.13,0.07,0.18,0.0,0.54
"[438, 128, 226, 287]",0.05,0.0,0.11,0.19,0.23,0.0,0.41
"[429, 126, 239, 301]",0.06,0.0,0.05,0.03,0.81,0.01,0.03
"[428, 126, 234, 299]",0.03,0.0,0.03,0.01,0.92,0.01,0.0
"[426, 125, 232, 294]",0.04,0.0,0.06,0.1,0.73,0.04,0.04
"[424, 125, 232, 291]",0.03,0.0,0.07,0.55,0.2,0.02,0.13
"[423, 127, 231, 288]",0.05,0.0,0.09,0.29,0.28,0.02,0.29
"[423, 129, 231, 286]",0.04,0.0,0.1,0.22,0.36,0.01,0.27
"[421, 129, 231, 285]",0.07,0.0,0.18,0.13,0.38,0.04,0.21
"[421, 128, 231, 286]",0.09,0.0,0.27,0.04,0.41,0.05,0.13
"[421, 129, 230, 285]",0.09,0.0,0.24,0.03,0.47,0.04,0.13
"[421, 130, 231, 286]",0.07,0.0,0.16,0.1,0.43,0.04,0.2
"[423, 131, 230, 285]",0.09,0.0,0.22,0.05,0.44,0.04,0.15
"[424, 132, 230, 286]",0.1,0.0,0.17,0.07,0.42,0.04,0.18
"[424, 133, 231, 287]",0.12,0.0,0.25,0.07,0.33,0.08,0.15
"[418, 133, 242, 299]",0.06,0.0,0.09,0.06,0.67,0.02,0.1
"[420, 133, 241, 300]",0.07,0.0,0.09,0.1,0.47,0.04,0.22
"[427, 139, 230, 287]",0.11,0.0,0.2,0.04,0.28,0.06,0.3
"[427, 140, 230, 286]",0.13,0.0,0.29,0.03,0.34,0.06,0.16
"[429, 142, 228, 284]",0.15,0.0,0.3,0.02,0.29,0.05,0.19
"[424, 138, 232, 295]",0.13,0.0,0.16,0.03,0.48,0.07,0.12
"[429, 138, 229, 290]",0.14,0.0,0.17,0.03,0.55,0.02,0.09
"[425, 138, 233, 294]",0.1,0.0,0.07,0.03,0.76,0.01,0.03
"[424, 135, 236, 299]",0.07,0.0,0.06,0.01,0.82,0.01,0.02
"[425, 138, 230, 296]",0.11,0.0,0.1,0.02,0.71,0.03,0.03
"[424, 137, 231, 295]",0.11,0.0,0.12,0.01,0.68,0.04,0.04
"[421, 137, 231, 298]",0.13,0.0,0.12,0.02,0.59,0.1,0.04
"[416, 137, 239, 310]",0.11,0.0,0.1,0.03,0.65,0.05,0.06
"[410, 136, 245, 311]",0.1,0.0,0.11,0.03,0.63,0.05,0.07
"[409, 135, 235, 300]",0.05,0.0,0.12,0.02,0.65,0.12,0.04
"[407, 134, 237, 300]",0.05,0.0,0.18,0.06,0.46,0.21,0.04
"[403, 134, 234, 299]",0.03,0.0,0.1,0.01,0.65,0.18,0.03
"[400, 132, 235, 301]",0.04,0.0,0.11,0.01,0.65,0.16,0.02
"[397, 137, 231, 294]",0.04,0.0,0.17,0.0,0.7,0.07,0.01
"[391, 134, 248, 311]",0.1,0.0,0.17,0.01,0.59,0.09,0.04
"[392, 134, 245, 310]",0.1,0.0,0.2,0.01,0.64,0.03,0.02
"[391, 134, 243, 305]",0.05,0.0,0.08,0.02,0.78,0.01,0.05
"[392, 141, 234, 289]",0.04,0.0,0.09,0.02,0.43,0.01,0.41
"[390, 140, 231, 277]",0.11,0.0,0.15,0.01,0.15,0.01,0.57
"[386, 139, 226, 279]",0.08,0.0,0.04,0.02,0.14,0.0,0.72
"[377, 147, 227, 272]",0.12,0.0,0.1,0.01,0.46,0.01,0.28
"[371, 149, 225, 274]",0.07,0.0,0.07,0.01,0.6,0.0,0.24
"[367, 147, 226, 281]",0.07,0.0,0.05,0.01,0.74,0.0,0.14
"[362, 151, 230, 277]",0.07,0.0,0.08,0.01,0.81,0.0,0.03
"[357, 149, 235, 281]",0.09,0.0,0.08,0.02,0.77,0.01,0.04
"[359, 149, 232, 279]",0.19,0.0,0.11,0.01,0.66,0.01,0.02
"[355, 151, 236, 281]",0.21,0.0,0.16,0.03,0.56,0.02,0.01
"[347, 134, 247, 303]",0.07,0.0,0.14,0.0,0.74,0.03,0.02
"[349, 138, 242, 293]",0.07,0.0,0.11,0.01,0.77,0.01,0.03
"[357, 145, 226, 274]",0.03,0.0,0.13,0.02,0.76,0.01,0.06
"[354, 147, 226, 270]",0.12,0.0,0.27,0.02,0.41,0.03,0.15
"[351, 148, 227, 274]",0.14,0.0,0.24,0.06,0.36,0.01,0.19
"[345, 146, 238, 283]",0.09,0.0,0.17,0.02,0.61,0.01,0.1
"[339, 145, 247, 287]",0.05,0.0,0.07,0.01,0.85,0.01,0.01
"[343, 132, 254, 309]",0.06,0.0,0.06,0.04,0.77,0.05,0.02
"[348, 133, 249, 304]",0.16,0.0,0.18,0.07,0.53,0.03,0.03
"[364, 133, 249, 305]",0.14,0.0,0.12,0.02,0.68,0.01,0.03
"[371, 130, 246, 306]",0.25,0.0,0.23,0.05,0.38,0.04,0.05
"[375, 142, 241, 304]",0.24,0.0,0.11,0.02,0.52,0.01,0.1
"[381, 143, 241, 302]",0.17,0.0,0.22,0.02,0.38,0.01,0.19
"[374, 131, 259, 327]",0.39,0.0,0.07,0.03,0.11,0.02,0.38
"[385, 149, 248, 307]",0.23,0.0,0.13,0.03,0.23,0.03,0.36
"[380, 149, 246, 302]",0.21,0.0,0.1,0.01,0.09,0.01,0.58
"[388, 151, 242, 305]",0.18,0.0,0.1,0.01,0.09,0.02,0.61
"[392, 155, 237, 300]",0.15,0.0,0.08,0.01,0.09,0.02,0.64
"[396, 159, 235, 295]",0.24,0.0,0.08,0.0,0.18,0.01,0.48
"[400, 158, 235, 293]",0.18,0.0,0.07,0.01,0.14,0.01,0.6
"[401, 152, 237, 303]",0.28,0.0,0.1,0.01,0.09,0.03,0.5
"[410, 146, 238, 302]",0.17,0.0,0.09,0.02,0.18,0.02,0.52
"[412, 144, 241, 307]",0.24,0.0,0.23,0.01,0.17,0.04,0.31
"[410, 147, 236, 301]",0.14,0.0,0.16,0.02,0.1,0.04,0.54
"[409, 145, 237, 303]",0.13,0.0,0.2,0.01,0.12,0.03,0.5
"[406, 142, 243, 304]",0.19,0.0,0.1,0.01,0.16,0.02,0.52
"[404, 145, 238, 295]",0.18,0.0,0.07,0.02,0.2,0.0,0.53
"[404, 148, 237, 286]",0.25,0.0,0.12,0.01,0.29,0.0,0.32
"[407, 152, 230, 281]",0.25,0.0,0.08,0.01,0.24,0.0,0.41
"[407, 148, 231, 281]",0.25,0.0,0.08,0.02,0.22,0.0,0.43
"[411, 144, 230, 281]",0.23,0.0,0.09,0.02,0.23,0.0,0.42
"[416, 141, 231, 279]",0.19,0.0,0.11,0.02,0.2,0.0,0.47
"[417, 138, 233, 291]",0.08,0.0,0.07,0.06,0.34,0.01,0.44
"[419, 131, 232, 291]",0.13,0.0,0.1,0.05,0.38,0.03,0.33
"[419, 131, 233, 290]",0.09,0.0,0.15,0.05,0.41,0.01,0.3
"[421, 129, 231, 288]",0.11,0.0,0.1,0.07,0.27,0.0,0.44
"[433, 140, 223, 271]",0.12,0.0,0.1,0.02,0.35,0.0,0.41
"[430, 141, 225, 271]",0.14,0.0,0.07,0.01,0.4,0.0,0.38
"[433, 141, 220, 271]",0.12,0.0,0.07,0.01,0.27,0.0,0.54
"[429, 139, 227, 278]",0.16,0.0,0.09,0.01,0.34,0.01,0.39
"[432, 139, 226, 281]",0.19,0.0,0.08,0.02,0.28,0.01,0.42
"[430, 140, 230, 282]",0.23,0.0,0.07,0.02,0.2,0.01,0.46
"[434, 135, 232, 295]",0.17,0.0,0.08,0.02,0.24,0.01,0.47
"[436, 136, 232, 293]",0.12,0.0,0.13,0.02,0.19,0.03,0.51
"[437, 136, 229, 292]",0.15,0.0,0.17,0.02,0.27,0.03,0.35
"[439, 137, 227, 290]",0.17,0.0,0.19,0.01,0.35,0.03,0.25
"[439, 136, 227, 292]",0.15,0.0,0.23,0.02,0.29,0.04,0.27
"[440, 140, 225, 288]",0.14,0.0,0.19,0.03,0.38,0.03,0.24
"[442, 142, 222, 283]",0.14,0.0,0.34,0.01,0.35,0.05,0.12
"[442, 141, 222, 285]",0.15,0.0,0.31,0.01,0.37,0.05,0.11
"[444, 142, 220, 283]",0.15,0.0,0.37,0.01,0.32,0.05,0.1
"[430, 134, 232, 296]",0.19,0.0,0.31,0.01,0.24,0.05,0.2
"[431, 135, 232, 296]",0.2,0.0,0.32,0.01,0.21,0.04,0.21
"[435, 129, 237, 301]",0.21,0.0,0.36,0.01,0.15,0.1,0.17
"[438, 133, 231, 294]",0.17,0.0,0.41,0.01,0.2,0.13,0.08
"[441, 135, 230, 294]",0.17,0.0,0.27,0.02,0.27,0.03,0.23
"[452, 139, 224, 285]",0.13,0.0,0.38,0.01,0.34,0.03,0.11
"[446, 126, 233, 297]",0.1,0.0,0.55,0.02,0.17,0.1,0.08
"[459, 139, 223, 280]",0.12,0.0,0.32,0.02,0.46,0.03,0.05
"[460, 135, 223, 285]",0.1,0.0,0.39,0.04,0.26,0.17,0.05
"[462, 136, 222, 284]",0.14,0.0,0.42,0.01,0.3,0.07,0.05
"[455, 125, 232, 301]",0.1,0.0,0.47,0.02,0.15,0.14,0.12
"[454, 128, 234, 297]",0.18,0.0,0.33,0.03,0.25,0.07,0.16
"[454, 127, 234, 297]",0.14,0.0,0.38,0.03,0.2,0.1,0.15
"[455, 123, 232, 300]",0.13,0.0,0.45,0.01,0.11,0.2,0.08
"[455, 124, 231, 299]",0.11,0.0,0.42,0.02,0.13,0.2,0.12
"[453, 123, 232, 299]",0.15,0.0,0.39,0.02,0.1,0.22,0.12
"[452, 124, 233, 299]",0.16,0.0,0.35,0.03,0.14,0.18,0.14
"[452, 124, 233, 299]",0.17,0.0,0.25,0.02,0.31,0.06,0.2
"[452, 125, 230, 298]",0.14,0.0,0.24,0.02,0.36,0.05,0.18
"[453, 125, 232, 299]",0.16,0.0,0.3,0.02,0.27,0.08,0.16
"[452, 126, 235, 301]",0.17,0.0,0.21,0.04,0.26,0.07,0.26
"[452, 129, 232, 297]",0.15,0.0,0.24,0.06,0.24,0.12,0.17
"[453, 130, 232, 297]",0.12,0.0,0.23,0.07,0.25,0.15,0.18
"[451, 129, 234, 295]",0.13,0.0,0.33,0.04,0.25,0.14,0.11
"[447, 127, 240, 306]",0.11,0.0,0.27,0.05,0.26,0.14,0.17
"[445, 127, 240, 306]",0.09,0.0,0.34,0.04,0.23,0.16,0.14
"[440, 124, 247, 315]",0.1,0.0,0.28,0.1,0.3,0.09,0.13
"[446, 127, 232, 295]",0.13,0.0,0.42,0.02,0.19,0.18,0.07
"[454, 139, 222, 286]",0.07,0.0,0.42,0.02,0.29,0.08,0.12
"[442, 126, 234, 300]",0.1,0.0,0.47,0.04,0.22,0.11,0.07
"[440, 128, 235, 298]",0.11,0.0,0.44,0.05,0.21,0.11,0.08
"[435, 131, 233, 298]",0.11,0.0,0.27,0.03,0.4,0.04,0.16
"[431, 131, 235, 302]",0.12,0.0,0.28,0.02,0.4,0.03,0.16
"[432, 133, 234, 300]",0.13,0.0,0.28,0.01,0.38,0.04,0.15
"[435, 130, 236, 300]",0.11,0.0,0.44,0.01,0.26,0.13,0.05
"[433, 131, 238, 301]",0.15,0.0,0.41,0.01,0.19,0.14,0.1
"[433, 131, 239, 302]",0.18,0.0,0.38,0.01,0.17,0.15,0.11
"[434, 131, 239, 303]",0.18,0.0,0.34,0.01,0.2,0.17,0.11
"[432, 131, 241, 303]",0.17,0.0,0.33,0.01,0.19,0.13,0.17
"[431, 135, 239, 300]",0.19,0.0,0.21,0.02,0.34,0.02,0.23
"[433, 130, 242, 303]",0.19,0.0,0.25,0.01,0.25,0.11,0.2
"[435, 133, 240, 298]",0.22,0.0,0.16,0.01,0.24,0.06,0.3
"[437, 134, 236, 295]",0.18,0.0,0.08,0.01,0.15,0.03,0.56
"[438, 134, 236, 294]",0.16,0.0,0.07,0.01,0.15,0.03,0.58
"[438, 134, 236, 293]",0.18,0.0,0.09,0.01,0.16,0.04,0.53
"[434, 134, 238, 293]",0.17,0.0,0.07,0.01,0.12,0.03,0.6
"[435, 137, 237, 292]",0.14,0.0,0.09,0.01,0.2,0.01,0.56
"[435, 136, 238, 293]",0.15,0.0,0.11,0.01,0.2,0.01,0.52
"[432, 134, 238, 301]",0.16,0.0,0.16,0.03,0.41,0.04,0.2
"[428, 130, 242, 306]",0.15,0.0,0.18,0.04,0.38,0.12,0.12
"[423, 126, 245, 315]",0.17,0.0,0.16,0.08,0.44,0.08,0.08
"[423, 128, 241, 313]",0.11,0.0,0.26,0.05,0.43,0.11,0.04
"[421, 128, 241, 314]",0.1,0.0,0.31,0.04,0.36,0.14,0.05
"[420, 128, 241, 313]",0.16,0.0,0.27,0.03,0.37,0.1,0.07
"[419, 128, 241, 312]",0.17,0.0,0.27,0.03,0.35,0.14,0.05
"[418, 128, 248, 313]",0.12,0.0,0.29,0.04,0.37,0.15,0.03
"[418, 130, 247, 310]",0.14,0.0,0.26,0.03,0.4,0.11,0.06
"[418, 128, 248, 312]",0.12,0.0,0.34,0.03,0.34,0.14,0.02
"[419, 129, 247, 310]",0.12,0.0,0.32,0.04,0.35,0.13,0.04
"[420, 129, 245, 309]",0.08,0.0,0.2,0.05,0.48,0.08,0.1
"[419, 126, 247, 309]",0.12,0.0,0.22,0.05,0.21,0.05,0.35
"[420, 131, 246, 303]",0.07,0.0,0.12,0.04,0.2,0.01,0.55
"[421, 131, 244, 300]",0.07,0.0,0.19,0.02,0.14,0.02,0.56
"[423, 133, 244, 296]",0.08,0.0,0.23,0.01,0.18,0.01,0.49
"[426, 134, 237, 293]",0.1,0.0,0.24,0.01,0.14,0.01,0.51
"[425, 135, 238, 292]",0.12,0.0,0.27,0.01,0.16,0.01,0.44
"[419, 133, 244, 302]",0.11,0.0,0.14,0.01,0.14,0.01,0.58
"[418, 132, 246, 306]",0.12,0.0,0.15,0.03,0.21,0.03,0.47
"[418, 134, 242, 298]",0.09,0.0,0.05,0.01,0.1,0.0,0.75
"[421, 131, 242, 292]",0.16,0.0,0.09,0.01,0.19,0.01,0.55
"[418, 127, 244, 296]",0.17,0.0,0.05,0.01,0.2,0.0,0.57
"[417, 125, 245, 300]",0.14,0.0,0.14,0.03,0.2,0.01,0.47
"[415, 125, 243, 308]",0.09,0.0,0.08,0.07,0.4,0.01,0.35
"[411, 129, 245, 303]",0.11,0.0,0.21,0.06,0.47,0.02,0.13
"[408, 127, 248, 307]",0.18,0.0,0.25,0.06,0.31,0.01,0.19
"[401, 126, 253, 313]",0.12,0.0,0.2,0.12,0.38,0.02,0.16
"[402, 127, 244, 304]",0.07,0.0,0.3,0.28,0.24,0.03,0.09
"[400, 127, 247, 308]",0.06,0.0,0.41,0.12,0.21,0.16,0.03
"[399, 126, 252, 319]",0.05,0.0,0.46,0.12,0.11,0.25,0.02
"[401, 130, 252, 317]",0.04,0.0,0.51,0.06,0.13,0.21,0.06
"[395, 127, 253, 320]",0.15,0.0,0.29,0.19,0.08,0.27,0.02
"[394, 128, 254, 322]",0.06,0.0,0.49,0.02,0.08,0.34,0.01
"[391, 128, 256, 324]",0.06,0.0,0.57,0.04,0.12,0.21,0.01
"[389, 132, 250, 322]",0.1,0.0,0.43,0.06,0.27,0.13,0.01
